player_name,team_name,passes,pass_danger
Pirmin Schwegler,Hoffenheim,743,0.03911844547818967
Giulio Donati,FSV Mainz 05,490,0.03898601991531651
Hotaru Yamaguchi,Hannover 96,167,0.03892903228500142
Oliver Sorg,Hannover 96,747,0.038847528447632396
Romain Brégerie,Ingolstadt,378,0.03874352146392146
Pierre Bengtsson,FSV Mainz 05,714,0.0386490588736211
Julian Baumgartlinger,FSV Mainz 05,1467,0.038311899179621765
Salif Sané,Hannover 96,1531,0.038258088057443906
Roger de Oliveira Bernardo,Ingolstadt,811,0.038011264427293794
Josuha Guilavogui,Wolfsburg,1449,0.037608459590811785
Albin Ekdal,Hamburger SV,591,0.0371740924969859
Matthias Zimmermann,VfB Stuttgart,79,0.03699946966464398
David Olatukunbo Alaba,Bayern Munich,2536,0.03688500601628477
Stefan Reinartz,Eintracht Frankfurt,841,0.036419920285479725
Mart Ristl,VfB Stuttgart,28,0.03629310583223611
Granit Xhaka,Borussia Mönchengladbach,2219,0.03541176300769436
Aytac Sulu,Darmstadt 98,568,0.03518096842149063
Fynn Arkenberg,Hannover 96,59,0.03514693597334967
Marius Wolf,Hannover 96,16,0.03502216817448302
Matthias Lehmann,FC Köln,1363,0.03484888192564676
Tobias Strobl,Hoffenheim,1128,0.034779785175412706
Joshua Kimmich,Bayern Munich,1527,0.034756332070821065
Jérôme Boateng,Bayern Munich,1285,0.03469987220153811
Waldemar Anton,Hannover 96,246,0.03453179879044193
Papiss Mison Djilobodji,Werder Bremen,667,0.03427582524892657
Jens Hegeler,Hertha Berlin,215,0.03426074454524439
Gonzalo Alejandro Jara Reyes,FSV Mainz 05,229,0.034237649608573124
Luca Caldirola,Darmstadt 98,685,0.03419446857674613
Luiz Gustavo Dias,Wolfsburg,1087,0.034190653765130516
Daniel Schwaab,VfB Stuttgart,1187,0.034133815481777637
Benedikt Höwedes,Schalke 04,534,0.03404041848490712
Paweł Olkowski,FC Köln,545,0.03350866066070106
Sven Bender,Borussia Dortmund,1163,0.03301890432459458
Joo-Ho Park,FSV Mainz 05,48,0.03291869797211674
Gojko Kačar,Hamburger SV,529,0.03273325663422689
Joël Andre Job Matip,Schalke 04,1732,0.032609828834781
